	artist	lyrics
42	6ix9ine	"Pussy niggas don't want no smoke
Pussy niggas don't want no smoke

They don't want no smoke, they don't want none
They don't want no smoke, they don't want none
They don't want no smoke, they don't want none
They don't want none, no
They don't want no smoke, they don't want none
They don't want no smoke, they don't want none
They don't want no smoke, they don't want none
They don't want none, no
They don't want no smoke, they don't want none
They don't want no smoke, they don't want none
They don't want no smoke, they don't want none
They don't want none, no
They don't want no smoke, they don't want none
They don't want no smoke, they don't want none
They don't want no smoke, they don't want none
They don't want none, no

Fire on a nigga if he fuck with my soldier
Try and play me like a pussy nigga, but it won't work
If you need a plate, then you could hit me on my turf
I need twenty-five, try to stick me and that gun burst
I need all of mine, try to try me and it's Columbine
Let that ruger fly, automatic poppin' at your guys
You gon' lose a guy, 'tato on the barrel, give 'em fries
On that type of time, for my wodie, that's my fuckin' slime
On that type of shit, pulled up bloody, you get crucifixed
Bet I come equipped, we got extendos, we got extra clips
We tote all types of shit, .357 blow your ass, lil bitch
We ain't callin' quits 'til you end up in a coffin, bitch

I lose my shit when I let that .45 go
I'll blow that bitch, knock the beef out your taco
You know what time it is when we pull up that Tahoe
Unload that dirty clip and I'm bustin' out hollows, that's how it go

They don't want no smoke, they don't want none
They don't want no smoke, they don't want none
They don't want no smoke, they don't want none
They don't want none, no
They don't want no smoke, they don't want none
They don't want no smoke, they don't want none
They don't want no smoke, they don't want none
They don't want none, no
They don't want no smoke, they don't want none
They don't want no smoke, they don't want none
They don't want no smoke, they don't want none
They don't want none, no
They don't want no smoke, they don't want none
They don't want no smoke, they don't want none
They don't want no smoke, they don't want none
They don't want none, no

Pussy niggas don't want no smoke
Pussy niggas don't want no smoke
Scum Gang!"
43	ScHoolboy Q	"I'm a groovy type nigga, rather two-step with you
Pants sagging, rag dragging, rather gangbang with you
Triggers squeeze, throw a palette, throw them thing-things with you
Hot degrees, anti-freeze, chilling cool-cool with you
Chilling cool-cool with you
Hot degrees, anti-freeze, chilling cool-cool with you
Chilling cool-cool with you
Pants sagging, rag dragging, do my gangbang with you

Groovy nigga, jumped off of the peg
4th by my 3rd leg, plead the 5th
No Ls, no whips, backyard full of Crips
Barbecues and county blues, this Hoover gangster be the shit
It ain't much up on our list, shoot the killer and hit the licks
Get EBT up out the bitch, gangbanging, fuck a clique
Yup, I'm looking for a scrap
See, my Cripping done spread around the world
Put his top below his bottom, it's the reaper

Looking like the reaper in your driveway
Strays through your living room
Liable to drive-by on a summer day
July 4th will be in June
Bla-tay bla-tay bla-tay bla bum
The sound of the drum that Crips and Bloods know
Bla-tay bla-tay bla-tay bla bum
The sound that the drums sing

I'm a groovy type nigga, rather two-step with you
Pants sagging, rag dragging, rather gangbang with you
Triggers squeeze, throw a palette, throw them thing-things with you
Hot degrees, anti-freeze, chilling cool-cool with you
Chilling cool-cool with you
Hot degrees, anti-freeze, chilling cool-cool with you
Chilling cool-cool with you
Pants sagging, rag dragging, do my gangbang with you

Don't make me put a lean to a nigga spleen
Shells through a nigga, pariiing, Peedi Crack, riiing
Stop a dream in its tracks beam down
Little boy now, dream little boy, dream
Coke go in the pot, arm and hammer body
A$AP Rocky, want it I could get it
Onion in my pocket like the booty on a midget
Diamond on my rollie, teach a nigga how to fridge it
Looking at the times, they been winning for a minute
See my neck, co-defendant, what's the problem?
Seen the souls long gone before I got them
He was dead before I shot him, it's the reaper

Looking like the reaper in your driveway
Strays through your living room
Liable to drive-by on a summer day
July 4th will be in June
Bla-tay bla-tay bla-tay bla bum
The sound of the drum that Crips and Bloods know
Bla-tay bla-tay bla-tay bla bum
The sound that the drums sing

I'm a groovy type nigga, rather two-step with you
Pants sagging, rag dragging, rather gangbang with you
Triggers squeeze, throw a palette, throw them thing-things with you
Hot degrees, anti-freeze, chilling cool-cool with you
Chilling cool-cool with you
Hot degrees, anti-freeze, chilling cool-cool with you
Chilling cool-cool with you
Pants sagging, rag dragging, do my gangbang with you

Tell me more about it in the gutter
Where it started with the Cripping
Blue on campus know it happened
Tell me more about it in the gutter
Where it started with the Cripping
Then the Bloods done got it brackin'

(Suwoo!) I'm just a Eastside nigga
William Nickerson, show you what it be like, nigga
Roll 'em up, light 'em up like a street light, nigga
Follow me, I can show you what these streets like, nigga
Handle bars of a Schwinn, guns blow like dusty winds
Spend a band, push his wig back when that revolver spins
Toe tag 'em, false flagging like it's all good
Tell niggas tee off like Tiger Woods, where you from?
We never heard of ya, walking with the murderers
Niggas that'll murder ya, steal you like a burglar
Seemed the soul was long gone before I got them
He was dead before I shot him, it's the reaper"
44	ScHoolboy Q	"Ain't no worries, darling
Cause we're going to Spain, catch a plane to Tibet, darling
Can I show you this world, baby?
Ain't no rules to this life, darling

You know Q gon' drop that funky shit
You know Q gon' spit that real
How you not like me? How you not love me?
How you hide your feelings?
You been hooked from the jump
It's the first of the month
We be good for the week
Won't last for the day, just right for the night
So right for your life
Let the truth be told, let it crush your goals
But I can heal your soul like:
I could make you feel good through your skin, baby
I'm the blood in your heart when it pump, baby
I'ma be down with you 'til we turn eighty, and I know
Your family got so much to say, baby
I'm the thing that make pain go away, baby
When I'm warm and you sick to your tongue, baby, and I know

I know, I know, I know, I know, I know, I know...
I know, I know, I know, I know, I know, I know...

Can I show you this world, babe? (Can I show you the world?)
Ain't no rules to this night, darling (No rules to this night, but you)
Can I show you this world, baby? (I know, I know, I know)
Ain't no rules to this night, darling (I know, I know, I know)
Visions kinda blurry
As I focus my frame to truly adore you babe (Truly adore me, that you adore me I know)
Can I show you this world, darling? (I know, I know, I know)
Ain't no rules to this night, darling (I know, I know, I know, I can tell baby)
(If you're having a good time
Yes I know
I can tell baby)"
45	ScHoolboy Q	"Pussy lips, contraband for chips, sold all kinds of shit
Hoover Crip, guns on fingertips, switched all kinda clips
50 raised, since my county days, brought all kind of fades
Renegade, fuck what rappers say, bitch, I am LA

Gimme bucks, might show up in tux, got my millions up
Nigga, what? Spanish ho in cut, she supreme deluxe
Asian broads, cute Caucasian broads, guess I'm dipped in sauce
Nimcompoop, gunplay peek-a-boo, guess who tagging you?
Bring showers through, grab ya bathing suit
We-we-wet 'em all, cannonball, swipe my debit card, fly from here to Mars
Nigga, what? Got my millions up, f-f-fuck you mean?
We stacking green, stacking stacks of green, flip 'em, trampoline

Pussy lips, contraband for chips, sold all kinds of shit
Hoover Crip, guns on fingertips, switched all kinda clips
50 raised, since my county days, brought all kind of fades
Renegade, fuck what rappers say, bitch, I am LA

Groovy Q, murk the judges crew, fuck the jury too
Bang the set, rep my 52, young hog down to shoot
I keep a Glock or get razor sharp, bitch, get left with Pac
My Biggie knock, he won't know who shot, fearing down the block
On service work, lay back close the curt, pop my collar first
And blew my trees, put my nerves at ease, 'til my trigger squeeze
My heater heat, still I'm high off weed, bitch, that's high degrees
I money make, AM out of state, call that wake and bake
Bring cookie sheets, dough boys on the beat, well known in the streets
I'm Crip for real, way before the deal, had them Oxy pills
In act we sell, straight from Murderville, yeah, we served a lot
Left days on blocks, got them tens in socks, nah-nah, not talking shoes
I'm talking rocks, had the dopest spots, look out for the cops
My mini-me, snatch the dope and flee, guess thats how it be when you OG
He said he lived through me, but I'm stacking mills
I'm speaking real, shock the world for real, pull up in that ill

Pussy lips, contraband for chips, sold all kinds of shit
Hoover Crip, guns on fingertips, switched all kinda clips
50 raised, since my county days, brought all kind of fades
Renegade, fuck what rappers say, bitch, I am LA"
46	Kidz Bop Kids	"I whip my hair back and forth
I whip my hair back and forth (just whip it)
I whip my hair back and forth
I whip my hair back and forth (whip it real good)
I whip my hair back and forth
I whip my hair back and forth
I whip my hair back and forth
I whip my hair back and forth (whip it real good)
Hop up out the bed turn my swag on
Pay no attention to them haters cause we whip 'em off
And we ain't doing nothing wrong
So don't tell me nothing, I'm just tryna have fun
So keep the party jumping
So whats up? (yeah)
And now they don't know what to do
We turn our back and whip our hair
And just shake 'em off, shake 'em off
Shake 'em off, shake 'em off
Don't let haters get me off my grind
With my hair, I know I'll be fine
Keep fighting until I get there
When I'm down and I feel like giving up
I think again
I whip my hair back and forth
I whip my hair back and forth (just whip it)
I whip my hair back and forth
I whip my hair back and forth (whip it real good)
I whip my hair back and forth
I whip my hair back and forth (just whip it)
I whip my hair back and forth
I whip my hair back and forth (whip it real good)
I whip my hair back and forth
I whip my hair back and forth (just whip it)
I whip my hair back and forth
I whip my hair back and forth (whip it real good)
I whip my hair back and forth
I whip my hair back and forth (just whip it)
I whip my hair back and forth
I whip my hair back and forth (whip it real good)
I'm going get more shine in a little bit
Soon as I hit the stage applause I am hearing it
Whether its black stars black cars I am feeling it
But none of them whip it like I do
I, I get to that mmm yeah I go hard
When they see me pull up I whip it real hard
I whip it real hard, real hard
I whip it real hard
Don't let haters get me off my grind
With my head up, I know I'll be fine
Keep fighting until I get there (yea)
When I'm down and I feel like giving up
I think again
I whip my hair back and forth
I whip my hair back and forth (just whip it)
I whip my hair back and forth
I whip my hair back and forth (whip it real good)
I whip my hair back and forth
I whip my hair back and forth (just whip it)
I whip my hair back and forth
I whip my hair back and forth (whip it real good)
I whip my hair back and forth
I whip my hair back and forth (just whip it)
I whip my hair back and forth
I whip my hair back and forth (whip it real good)
I whip my hair back and forth
I whip my hair back and forth (OK, OK just whip my hair)
I whip my hair back and forth
I whip my hair back and forth (whip it real good)
Don't let haters keep me off my grind
With my head up, I know I'll be fine
Keep fighting until I get there (yeah)
When I'm down and I feel like giving up
I think again!
I whip my hair back and forth
I whip my hair back and forth (OK, OK just whip my hair)
I whip my hair back and forth
I whip my hair back and forth (whip it real good)
I whip my hair back and forth
I whip my hair back and forth (OK, OK just whip my hair)
I whip my hair back and forth
I whip my hair back and forth
All my ladies if you feel me
Come on do it do it whip your hair
Don't matter if its long, short
Do it do it whip your hair (whip your hair)
All my ladies if you feel it
Go on do it do it whip your hair
Don't matter if its long, short
Do it do it whip your hair
Your hair, your hair
I whip my hair back and forth
I whip my hair back and forth (just whip it)
I whip my hair back and forth
I whip my hair back and forth (whip it real good)
I whip my hair back and forth
I whip my hair back and forth (just whip it)
I whip my hair back and forth
I whip my hair back and forth (whip it real good)
I whip my hair back and forth
I whip my hair back and forth (just whip it)
I whip my hair back and forth
I whip my hair back and forth (whip it real good)
I whip my hair back and forth
I whip my hair back and forth
I whip my hair back and forth
I whip my hair back and forth (whip it real good)
I whip my hair back and forth
I whip my hair back and forth (just whip it)
I whip my hair back and forth
I whip my hair back and forth (whip it real good)
I whip my hair back and forth
I whip my hair back and forth (just whip it)
I whip my hair back and forth
I whip my hair back and forth (whip it real good)
I whip my hair back and forth
I whip my"
47	Rick Ross	"Oh
Let's pull the 2-seater out baby
It's where ever you wanna go!

Riding to the music, this is how we do it (all night), all night
Breezing down the freeway just me and my baby, in our ride
Just me and my boss, no worries at all
Listening to the Aston Martin Music, Music

Would've came back for you
I just needed time to do what I had to do
Caught in the life I can't it let it go
Whether that's right I will never know
But here goes nothing

When I'm alone in my room sometime I stare at the wall
Automatic weapons on the floor, but who can you call?
My down, bitch, one who live by the code
Put this music shit aside get it in on the road
A lot of quiet time pink bottles of rose
Exotic red bottoms whole body glittered in gold
Following fundamentals and following in the rental
I love a nasty girl whose swallow is on the menu
That money triple up when ya get it out of state
I need a new safe cause I'm running out of space
Elroy Jetson: I'm somewhere out in space
In my 2-seater she's the one that I would take

Riding to the music, this is how we do it (all night), all night
Breezing down the freeway just me and my baby, in our ride
Just me and my boss, no worries at all
Listening to the, Aston Martin Music, Music

Would've came back for you
I just needed time to do what I had to do
Caught in the life I can't it let it go
Whether that's right I will never know
But here goes nothing

Pull up on the block in a drop-top chicken box
Mr. KFC, VVS's in the watch
Living fast where it's all about that money bag
Never front, you take it there, it ain't no coming back
Top down right here is where she wanna be
As my goals unfold right in front of me
Every time we fuck her soul take a hold of me
Addicted like Pookie that pussy be controlling me
That thing keep calling
Fuck maintain boy: I gotta keep ballin!
Pink bottles keep coming
James Bond coupe pop clutch 100

Riding to the music, this is how we do it (all night), all night
Breezing down the freeway just me and my baby, in our ride
Just me and my boss, no worries at all
Listening to the Aston Martin Music, Music

Would've came back for you
I just needed time, to do what I had to do
Caught in the life, I can't let it go, whether that's right, I will never know
Hoping you will forgive me, never meant wrong
Tried to be patient, waited too long
But I would've came back, but I would've came back
Would've came back, would've came back
Would've came -

I talk slicker than a pimp from Augusta
Who just had his linen suit dry-cleaned, bitches, what’s up witcha?
I hate callin’ the women bitches, but the bitches love it
I took some sense and made a nickel of it
I’m urgin’ all daughters to kiss they mothers
With those lips that all that lipstick covers
You’re never too grown up to miss and hug her
And girls countin’ on me to be there like missin’ rubbers
I’m on some Marvin Gaye shit, a bunch of distant lovers
This ain’t the life that I’m used to
Reintroduced to people I’ve been introduced to
Did you forget me?
Or are you too scared to tell me that you met me
And fear that I won’t remember
I wish you could still accept me for me
I miss Memphis, Tennessee, my cousins, my dad
The simplistic beauty that all of them Southerners have
I’m halfway across the world with dozens of bags
Feelin’ like all four members of Color Me Badd
In one nigga, amazing shit
I got that Courtney Love for you, that crazy shit
I don’t drink every bottle I own, I be agin’ shit
And I got them wedding ring flows, that engagin’ shit
Which one of y’all got fleets on your keychains?
The seats for these Heat games?
I really think you stare at yourself and you see things
La Familia, I’ve been inducted and instructed
To stunt on these niggas we don’t really fuck wit
Fuck is up?
Havin’ lunch and debatin’ Ferrari prices
23 and goin’ through a midlife crisis
But trust me, I still deliver like a midwife
And no, I’m not sayin’ I’m the nicest, I just live life like it
Uh, it take a certain type of man to teach
To be far from hood, but to understand the streets
I never threw away that paper with my Grammy speech
Because I haven’t hit the pinnacles I plan to reach
Yeah, you gotta own it if you want it
Kisses all on her body, she tells me live in the moment
And, baby, I’ll never forget none of that
Girl, I told you I was coming back

Aston Martin Music, Music
Aston Martin Music, Music"
48	Jang Woo Ram	
49	Omar Apollo	"Make me wanna wait forever
Coming for the day I'll be here
What you wanna do right now in my head
Screaming for the truth I'm sure you know that
I'm loving everything you are cause you're my heart
I'm loving everything you are cause you're my heart
Te voy a esperar por siempre
Yo queria ir contigo
What you wanna do right now in my head
Screaming for the truth I'm sure you know that
I'm loving everything you are cause you're my heart
I'm loving everything you are cause you're my heart
Call me when you're done
You're making it feel like forever
Something's got me sprung
Make me wanna say
I'm loving everything you are cause you're my heart
I'm loving everything you are cause you're my heart"
50	Tatiana Hazel	
51	Brisa Fenoy	"Tu cara
Y tus manos
Tus ojos
Que me están mirando

Lo tengo todo por dentro
Márgenes que nos separan
Si tenemos el mismo cuerpo
¿Por qué no la misma casa?
Lere lerele lere lerele
¿Por qué no la misma casa?
Lere lerele lere lere
El mapa que nos separa

Es que yo sin ti
Yo sin ti
Es que yo sin ti
Yo sin ti
Es que yo sin ti
No tiene sentido
Tú aportas cultura
Tú no estás vacío
Nadie quiere irse
De donde ha nacido
Que te quiten todo
Hasta tus propios hijos
Me pongo en tu piel
Me meto en tu carne
Yo no he vivido
Ni una quinta parte
Cuantas cicatrices
Que solo tu sabes
Catorce kilómetros
Son los culpables

Lo tengo todo por dentro
Márgenes que nos separan
Si tenemos el mismo cuerpo
¿Por qué no la misma casa?
Lere lerele lere lerele
¿Por qué no la misma casa?
Lere lerele lere lere
El mapa que nos separa

Es que yo sin ti
Yo sin ti
Yo sin ti
Es que yo sin ti
Hay tantos bordes
Que nos separan
Tan invisibles
Pero que rasgan
Lere lerele lere lerele
¿Por qué no la misma casa?
Lere lerele lere lere
El mapa que nos separa

La forma de mirar
Ay, ay, ay, ay
Ay, ay, ay

Es que yo sin ti
Yo sin ti
Es que yo sin ti
Yo sin ti"
52	Madonna	"I made it through the wilderness
Somehow I made it through
Didn't know how lost I was until I found you
I was beat, incomplete, I'd been had
I was sad and blue, but you made me feel
Yeah, you made me feel shiny and new

Like a virgin
Touched for the very first time
Like a virgin
When your heart beats next to mine

Gonna give you all my love, boy
My fear is fading fast
Been saving it all for you, 'cause only love can last
You're so fine and you're mine
Make me strong, yeah, you make me bold
Oh, your love thawed out
Yeah, your love thawed out what was scared and cold

Like a virgin (hey)
Touched for the very first time
Like a virgin
With your heartbeat next to mine

You're so fine and you're mine
I'll be yours 'til the end of time
'Cause you made me feel
Yeah, you made me feel I've nothing to hide

Like a virgin (hey)
Touched for the very first time
Like a virgin
With your heartbeat next to mine

Like a virgin
Like a virgin
Feels so good inside
When you hold me, and your heart beats, and you love me
Ooh, baby yeah
Can't you hear my heart beat for the very first time?"
53	Amarga Marga	
54	Protistas	
55	Como Asesinar a Felipes	
56	Aguaturbia	
57	Electrodomesticos	
58	Post Malone	
59	CHANO	"Buen día mi vida
¿Por donde anduviste?
Tus ojos denuncian que ayer no dormiste
Al menos morocha me hubieras llevado
Ningún destino justifica tu legado
Cuando termines de juntar todos los frasquitos
Prendas velitas y separes los ojitos
Vas a despertar a la gracia con tus gritos
Va a multiplicar mi melodía al infinito

Yo adoro tu infierno azul cuando aparecen
Cositas que tienes tu
Me gusta la noche
Y elijo ya no escuchar las voces que me hacen mal
Eterno mi carnaval
Me gusta la noche
Buen día mi vida
¿Por donde anduviste?
Tus ojos denuncian que ayer no dormiste
Al menos morocha me hubieras llevado
Ningún destino justifica tu legado
Con vos me voy a donde vayas (con vos me voy, con vos me voy)
Con vos me voy...

Yo adoro tu infierno azul cuando aparecen
Cositas que tienes tu
Me gusta la noche
Y elijo ya no escuchar las voces que me hacen mal
Eterno mi carnaval
Me gusta la noche

Yo adoro tu infierno azul cuando aparecen
Cositas que tienes tu
Me gusta la noche
Y elijo ya no escuchar las voces que me hacen mal
Eterno mi carnaval
Me gusta la noche"
60	Emmanuel Horvilleur	
61	CNCO	"Letra de ""Bonita""
Oahh, oahh
I-I-Icon, Icon, Icon
Mhmm

Bonita hoy te veo a las tres
No te imaginas lo que siento
Voy a tenerte más cerca
Quédate, baby, quiero verte
¿Por qué no te quedas hasta mañana?
Si cuando te vas queda encendida la llama
Quédate, baby, quiero verte

Nena qué bonita te ves
Cuándo a mí tú me miras, bebé
¿Por qué no te invito otra vez?
Para darte un beso como ayer
Nena qué bonita te ves
Cuándo a mí tú me miras, bebé
¿Por qué no te invito otra vez?
Para darte un beso como ayer

Me encanta la forma en la que te ves
Como cien problema' bajo tu estrés
Cierra los ojos, cuenta un, dos, tres
¿Cuánto llevo esperándote?
Escuché que dijeron en la calle (-lle)
La vida siempre trae sus problema' (yeh)
Nunca los escuches, ya tú sabe' (ya tú sabe')
Que hoy sólo nos pasan cosas buenas

Tú estás acercándote
Tienes ganas de mí, lo sé
Dime en dónde, que allí estaré
Pa' ti, bebé, esperándote

Ne-ne-ne-nena qué bonita te ves
Cuándo a mí tú me miras, bebé
¿Por qué no te invito otra vez?
Para darte un beso como ayer
Nena qué bonita te ves
Cuándo a mí tú me miras, bebé
¿Por qué no te invito otra vez?
Para darte un beso como ayer

Bonita hoy te veo a las tres (a las tres)
No te imaginas lo que siento (ahh)
Voy a tenerte más cerca
Quédate, baby, quiero verte
¿Por qué no te quedas hasta mañana?
Si cuando te vas queda encendida la llama
Quédate, baby, quiero verte

Tú estás acercándote
Tienes ganas de mí, lo sé
Dime en dónde, que allí estaré
Pa' ti, bebé, esperándote
Tú estás acercándote
Tienes ganas de mí, lo sé
Dime en dónde, que allí estaré
Pa' ti, bebé, esperándote

Nena qué bonita te ves
Cuándo a mí tú me miras, bebé
¿Por qué no te invito otra vez?
Para darte un beso como ayer
Nena qué bonita te ves
Cuándo a mí tú me miras, bebé
¿Por qué no te invito otra vez?
Para darte un beso como ayer

(Como ayer, como ayer)
Bonita, que bien te ves
Te lo dice CNCO
E' Icon Music
Na-na, na-na
Ah-ah-ahh
Na-na, na-na
Mmm, mmm"
62	Paulo Londra	
63	Prince Royce	"Letra de ""El Clavo""
(Eh, eh, eh, eh, eh)
Eh, no me digas que piensas en él (no)
Con lo mal que te fue
Wo-wo-wo, wo

Si esta noche tu novio te bota
Dile que tú no estás sola
Que tú estás conmigo, que yo sí te cuido
No como ese idiota (no como ese idiota)
Si esta noche tu novio te bota
Dile que tú no estás sola (que no 'tás sola)
Que yo soy el clavo que saca ese clavo
Y dile que se joda (y dile que se joda)

Yo llevo la cuenta, esta es la quinta vez
Pero yo no entiendo por qué no lo ves
Tú estás demasiado buena para estar con él
Tremenda mujer para estar con él

Y si te busca a las cuatro y veinte porque te llama borracho
Ahora te quiere pero mañana vuelve a hacerte daño
Por ese bobo no llores
Deja que yo te enamore (deja que yo te enamore)

Si esta noche tu novio te bota
Dile que tú no estás sola
Que tú estás conmigo, que yo sí te cuido
No como ese idiota (no como ese idiota)
Si esta noche tu novio te bota
Dile que tú no estás sola (que no 'tás sola)
Que yo soy el clavo que saca ese clavo
Y dile que se joda (y dile que se joda)

Hey, con mis labios quiero recorrer
Yeh, ieh-ieh
Cada espacio en tu piel (cada espacio en tu piel)
Hasta lo que no se ve (hasta lo que no se ve)
Eh, no me digas que piensas en él
Con lo mal que te fue, no me digas que piensas volver

Y si te busca a las cuatro y veinte porque te llama borracho
Ahora te quiere pero mañana vuelve a hacerte daño
Por ese bobo no llores
Deja que yo te enamore (deja que yo te enamore)

Si esta noche tu novio te bota
Dile que tú no estás sola
Que tú estás conmigo, que yo sí te cuido
No como ese idiota (no como ese idiota)
Si esta noche tu novio te bota
Dile que tú no estás sola (que no 'tás sola)
Que yo soy el clavo que saca ese clavo
Y dile que se joda (y dile que se joda)

(Y si tu novio te bota)
Y dile que te bote, te bote
(Tú no estás sola)
I'll be like Shaq el rebote
(Que tú estás conmigo, que yo sí te cuido, no como ese idiota)
Aquí te pelo en el bote
Pa' que goce, go el roce

Si esta noche tu novio te bota
Dile que tú no estás sola
Que tú estás conmigo, que yo sí te cuido
No como ese idiota (no como ese idiota)

Ro-Ro-Royce"
64	Khea	
65	Stupead	
66	Britney Spears	
67	Gwen Stefani	"Uh huh, this my shit
All the girls stomp your feet like this

A few times I've been around that track
So it's not just gonna happen like that
Cause I ain't no Hollaback Girl
I ain't no Hollaback Girl
A few times I've been around that track
So it's not just gonna happen like that
Cause I ain't no Hollaback Girl
I ain't no Hollaback Girl

Ooh, this my shit, this my shit
Ooh, this my shit, this my shit
Ooh, this my shit, this my shit
Ooh, this my shit, this my shit

I heard that you were talking shit
And you didn't think that I would hear it
People hear you talking like that
Getting everybody fired up
So I'm ready to attack, gonna lead the pack
Gonna get a touchdown, gonna take you out
That's right, put your pom-poms down
Getting everybody fired up

A few times I've been around that track
So it's not just gonna happen like that
Cause I ain't no Hollaback Girl
I ain't no Hollaback Girl
A few times I've been around that track
So it's not just gonna happen like that
Cause I ain't no Hollaback Girl
I ain't no Hollaback Girl

Ooh, this my shit, this my shit
Ooh, this my shit, this my shit
Ooh, this my shit, this my shit
Ooh, this my shit, this my shit

So that's right dude, meet me at the bleachers
No principals, no student-teachers
Both of us want to be the winner
But there can only be one
So I'm gonna fight, gonna give it my all
Gonna make you fall, gonna sock it to you
That's right, I'm the last one standing
Another one bites the dust

A few times I've been around that track
So it's not just gonna happen like that
Cause I ain't no Hollaback Girl
I ain't no Hollaback Girl
A few times I've been around that track
So it's not just gonna happen like that
Cause I ain't no Hollaback Girl
I ain't no Hollaback Girl

Ooh, this my shit, this my shit
Ooh, this my shit, this my shit
Ooh, this my shit, this my shit
Ooh, this my shit, this my shit

Let me hear you say, this shit is bananas
B-A-N-A-N-A-S
This shit is bananas
B-A-N-A-N-A-S
Again, the shit is bananas
B-A-N-A-N-A-S
This shit is bananas
B-A-N-A-N-A-S

A few times I've been around that track
So it's not just gonna happen like that
Cause I ain't no Hollaback Girl
I ain't no Hollaback Girl
A few times I've been around that track
So it's not just gonna happen like that
Cause I ain't no Hollaback Girl
I ain't no Hollaback Girl

Ooh, this my shit, this my shit
Ooh, this my shit, this my shit
Ooh, this my shit, this my shit
Ooh, this my shit, this my shit"
68	*NSYNC	
69	Alzate	
70	Cuco	"Lucy in the sky
Diamonds in my eyes
Santana in my blood
I don't think i had enough
Kaleidoscope vision
I feel like John Lennon
Take me back to 1960
Man, i'm feelin' so trippy
Lucy in the sky
Diamonds in my eyes
Santana in my blood
I don't think i had enough
Kaleidoscope vision
I feel like John Lennon
Take me back to 1960
Man, i'm feelin' so trippy
I know she lookin' for me
In that foreign going dummy?
I am not a superstar
I got some junk food in my tummy
But she is on top of me
I won the lottery
Gimme a blotter please, i need some company
Gimme an hour for all of this sour
To get to my brain and take me away, to
Another dimension, ask no more? questions, read my expression
Fantasy, that's on my sweater
Better than ever, I flex on you haters
                                   that's you and I
Hate me or love me, I don't feel sorry
Sorry she loves me, do not disturb me
Is my name Joe? 'Cause she givin' the Sloppy
Escargot, 
My beats are my babble, my sound is the sin
My music the wave, i hope you can swim
Don't wanna get lit, 
LSD in my spit, well i  on your bitch
I flex on your momma 
 grandma
They comin' to Cali, they come to my city
But you know my crew say you not fuckin' with me
I feel like Ricardo, i'm coolin' with Lucy
Feel like Ricardo, i'm coolin' with Lucy
Rickie Ricardo, i'm coolin' with Lucy
Lucy in the sky
Diamonds in my eyes
Santana in my blood
I don't think i had enough
Kaleidoscope vision
I feel like John Lennon
Take me back to 1960
Man, i'm feelin' so trippy
Lucy in the sky
Diamonds in my eyes
Santana in my blood
I don't think i had enough
Kaleidoscope vision
I feel like John Lennon
Take me back to 1960
Man, i'm feelin' so trippy
Okay now, Lucy Lucy
We can roll a doobie
You my favorite type of groupie
‘Cause you fucked up my hair like you knew me
Man, I swear she make me loopie
Specially, when she wear that two-piece, damn
I just be trippin’ and going insane
Me and these demons inside of my brain
Not in my gang, not in my gang
Plottin' on how we gon' shit on the game
Fuck all these lames, I don’t give a pity
They music is shitty, they never gon' get me
I feel like I’m Whitney the way that I’m cracking
I’m busted and relaxed and on top of a mattress, yuh
Tell them don’t play, don’t play
Imma find a piece and start that way
Now with the  she making me work
Making me question my own fucking words
Mama I’m sorry I’m not from this Earth
You can try  me I’m already hurt
Bitches I’m standing but get off my nerves
I just swerve out the way, blowing  to your face
You get marked on this day If your words do not play
Hey, that it bitch get the fuck out of my dick
Ain’t nobody fucking with the fantasy clip
I ain’t got shit but some wrapes in the dick
I’m sad and I’m lit
Sucked  in the back of a whip
I’m back on this bitch
He make a hiss so I'mma laugh till I’m rich like uh
Tell them white hoes I'mma beaner
Imma get a 
And I hope she’s not a screamer
I be rolling in the bimmer
Be chilling with different hoes
Lucy you know I’m a keeper
I be fucked up  of my mind
Fuck do you mean, bitch I have all the vibe
Look in my eyes 
I’m taking over and no one’s stopping me
Lot of you, fuck it, just copying me"
71	Stereophonics	"Wolves in their words
Don't play by their rules
From mouth to ear
Anything's possible
Set the needle down
Take it back to the start
When do we lose
Just how free we are?
Help yourself to what you want
Yeah, caught by the wind
Believing you can fly
Celebrate everything
Sunbathing on the roof
Watching aeroplanes
Believing you can live
Yeah forever in a day
Oh, yeah
Every chain got a broken link
Jump off the boat, you can swim or sink
The swallows dive, through the summer nights
Something beautiful, money just don't buy
Help yourself to what you want
Yeah, caught by the wind
Believing you can fly
Celebrate everything
Sunbathing on the roof
Watching aeroplanes
Believing you can live
Yeah forever in a day
Don't say it's over
It's never over
There's always time to change
And start again today
Right now
Wolves in their words
Don't play by their rules
From mouth to ear
Anything's possible
Help yourself to what you want
Yeah, caught by the wind
Believing you can fly
Celebrate everything
Sunbathing on the roof
Watching aeroplanes
Believing you can live
Yeah forever in a day
Oh yeah, Oh yeah
(Wooaaaah Woaaah)
Oh yeah, celebrate everything
(Woaaaaaah Woaaah)
Oh yeaaaaaaah
Help yourself to what you want
Yeah caught by the wind
Believing you can fly
Celebrate everything
Sunbathing on the roof
Watching aeroplanes
Believing you can live
Yeah forever in a day"
